Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score
30,5,1141.34,3,3,3,9
61,1,206.82999999999998,3,1,1,5
19,4,561.53,4,3,2,9
537,1,420.04,1,1,2,4
243,1,112.55000000000001,2,1,1,4
9,4,1045.74,4,3,3,10
632,1,222.95999999999998,1,1,1,3
504,1,226.9,1,1,1,3
211,2,715.4999999999999,2,2,2,6
598,2,445.0,1,2,2,5
29,13,1229.22,3,4,3,10
63,9,1531.71,3,4,3,10
551,2,145.99,1,2,1,4
295,1,152.65,2,1,1,4
17,8,8393.22,4,4,4,12
474,1,536.41,1,1,2,4
361,4,838.57,2,3,2,7
151,4,1014.9,2,3,3,8
117,2,1000.16,2,2,3,7
8,19,5058.0,4,4,4,12
13,12,5600.09,4,4,4,12
141,2,160.35000000000002,2,2,1,5
46,2,179.33999999999997,3,2,1,6
647,1,114.10000000000001,1,1,1,3
51,7,1624.71,3,3,3,9
32,3,566.58,3,2,2,7
135,7,1853.94,2,3,3,8
646,1,426.69,1,1,2,4
659,1,246.22,1,1,1,3
3,5,932.6,4,3,3,10
75,4,347.82,3,3,2,8
13,2,941.1700000000001,4,2,3,9
571,1,215.35,1,1,1,3
9,3,451.75,4,2,2,8
301,1,530.15,2,1,2,5
57,3,1003.88,3,2,3,8
10,7,1797.2,4,3,3,10
732,1,379.16,1,1,2,4
561,2,639.34,1,2,2,5
31,2,394.7,3,2,2,7
177,1,302.46000000000004,2,1,1,4
624,1,175.5,1,1,1,3
4,6,1355.51,4,3,3,10
176,22,3670.12,2,4,4,10
61,1,202.65,3,1,1,5
33,9,2878.0,3,4,4,11
59,11,2414.51,3,4,4,11
15,63,17301.83,4,4,4,12
87,5,2696.36,3,3,4,10
7,2,162.5,4,2,1,7
676,1,176.1,1,1,1,3
354,2,448.65,2,2,2,6
31,10,2189.62,3,4,4,11
114,15,6054.49,2,4,4,10
9,8,2547.55,4,4,4,12
5,6,1843.75,4,3,3,10
24,7,1184.21,4,3,3,10
463,1,291.13,1,1,1,3
218,6,600.52,2,3,2,7
15,1,49.8,4,1,1,6
249,1,304.25,2,1,1,4
723,1,329.58,1,1,2,4
623,3,682.19,1,2,2,5
15,8,3263.19,4,4,4,12
78,5,1396.58,3,3,3,9
192,6,735.6700000000001,2,3,2,7
262,2,529.4,2,2,2,6
72,1,957.97,3,1,3,7
151,5,1155.7,2,3,3,8
64,7,4084.2000000000003,3,3,4,10
387,1,101.16,1,1,1,3
95,4,1464.31,3,3,3,9
514,2,221.4,1,2,1,4
4,21,5083.06,4,4,4,12
676,2,342.2,1,2,2,5
106,1,163.8,2,1,1,4
723,1,447.53000000000003,1,1,2,4
200,3,1396.99,2,2,3,7
157,4,504.42,2,3,2,7
71,4,1979.3,3,3,3,9
36,2,517.36,3,2,2,7
553,1,314.65999999999997,1,1,1,3
494,3,505.12,1,2,2,5
566,1,360.08,1,1,2,4
29,1,139.10000000000002,3,1,1,5
2,7,2768.83,4,3,4,11
26,5,600.07,3,3,2,8
326,2,546.72,2,2,2,6
237,1,232.48000000000002,2,1,1,4
531,5,1480.99,1,3,3,7
89,6,2238.9900000000002,3,3,4,10
31,1,481.75,3,1,2,6
29,6,902.8,3,3,3,9
206,6,1106.3,2,3,3,8
3,19,3507.39,4,4,4,12
220,11,1771.7,2,4,3,9
22,8,1370.34,4,4,3,11
93,1,443.0,3,1,2,6
2,52,13497.58,4,4,4,12
264,1,158.95000000000002,2,1,1,4
3,34,12650.91,4,4,4,12
39,38,11748.58,3,4,4,11
218,3,93.75,2,2,1,5
50,3,769.2,3,2,2,7
12,28,10803.710000000001,4,4,4,12
9,12,4190.71,4,4,4,12
192,30,6848.17,2,4,4,10
82,5,582.47,3,3,2,8
326,1,440.0,2,1,2,5
552,1,179.6,1,1,1,3
72,3,1796.48,3,2,3,8
30,12,1795.3500000000001,3,4,3,10
3,5,987.1,4,3,3,10
515,1,270.92,1,1,1,3
219,6,2150.36,2,3,3,8
46,1,422.58,3,1,2,6
10,23,2954.09,4,4,4,12
72,8,3605.21,3,4,4,11
414,1,515.78,1,1,2,4
431,2,568.64,1,2,2,5
7,23,6236.2300000000005,4,4,4,12
24,3,758.8199999999999,4,2,2,8
410,6,721.43,1,3,2,6
114,4,783.02,2,3,2,7
17,1,95.34,4,1,1,6
301,2,342.92,2,2,2,6
87,9,26278.86,3,4,4,11
51,8,1465.59,3,4,3,10
643,1,317.88,1,1,1,3
581,1,267.9,1,1,1,3
89,2,303.15,3,2,1,6
355,2,60.599999999999994,2,2,1,5
39,18,4496.8,3,4,4,11
464,8,2040.97,1,4,3,8
25,7,4318.200000000001,4,3,4,11
173,32,9751.95,2,4,4,10
43,2,324.24,3,2,1,6
140,3,577.54,2,2,2,6
23,4,1211.08,4,3,3,10
499,1,603.25,1,1,2,4
72,2,801.51,3,2,2,7
434,1,251.1,1,1,1,3
660,2,252.87,1,2,1,4
134,8,1451.22,2,4,3,9
358,2,307.5,2,2,1,5
38,4,400.35,3,3,2,8
610,2,680.85,1,2,2,5
3,11,4347.33,4,4,4,12
2,4,357.0,4,3,2,9
18,2,1.7763568394002505e-15,4,2,1,7
578,2,741.85,1,2,2,5
21,10,1620.67,4,4,3,11
58,8,1111.38,3,4,3,10
74,2,414.20000000000005,3,2,2,7
519,1,231.33999999999997,1,1,1,3
278,3,472.45000000000005,2,2,2,6
181,2,201.14,2,2,1,5
8,3,176.6,4,2,1,7
4,22,2736.65,4,4,4,12
430,2,436.68,1,2,2,5
661,1,427.0,1,1,2,4
477,3,1188.43,1,2,3,6
43,8,4177.89,3,4,4,11
